[90613, 49442, 249864, 104695, 295553, 1197, 79896, 76738, 209728, 85246]
[142000, 196860, 238686, 257577, 4819, 207353, 40003, 2722, 21025, 68088]
[25353, 267445, 53570, 110491, 17573, 100972, 278008, 203703, 150463, 100975]
[293463, 246304, 111618, 254253, 149542, 32304, 7233, 66569, 25339, 31235]
[220179, 146530, 303177, 209802, 286094, 171635, 74065, 157578, 183665, 281774]
[272785, 212024, 294625, 207026, 304452, 136769, 31954, 9615, 64964, 284680]
[189712, 66631, 262048, 228655, 151751, 117406, 284123, 56030, 191960, 92614]
[85180, 109478, 40376, 118506, 304011, 58329, 13743, 307461, 305782, 45702]
[13447, 178981, 129358, 117390, 83316, 109666, 155261, 22142, 62174, 169886]
[220520, 240200, 290227, 225768, 22677, 225771, 83683, 97846, 150064, 58442]
[3826, 132597, 238200, 168520, 146197, 11827, 284052, 288451, 211082, 41083]
[278603, 68318, 56783, 170394, 30159, 1969, 294341, 165541, 149536, 37075]
[179866, 138791, 138813, 35005, 138815, 131895, 81257, 49859, 174991, 160911]
[58957, 33852, 33856, 31471, 28523, 201003, 156895, 295054, 166154, 173336]
[272167, 121922, 304938, 189336, 20043, 88688, 121925, 52689, 291974, 268341]
[269123, 142851, 202723, 288509, 141528, 101653, 149392, 221683, 208427, 135323]
[187532, 168218, 190695, 123632, 12147, 63278, 259554, 20040, 100192, 237507]
[117702, 253234, 172269, 150344, 90080, 269097, 90758, 107338, 235005, 90764]
[206697, 206698, 39205, 12476, 240409, 48378, 249782, 176270, 48376, 292354]
[81472, 170245, 5214, 169111, 20743, 290542, 2225, 117113, 186099, 124202]
[170107, 266278, 166894, 89917, 10428, 305522, 280380, 1837, 242823, 122118]
[187532, 12147, 237507, 190695, 168218, 20040, 123632, 176826, 63278, 172270]
[107408, 244035, 234409, 32769, 218568, 82274, 237507, 70596, 172270, 187532]
[187532, 20040, 168218, 100192, 214846, 248926, 172270, 288509, 12147, 152012]
[176821, 208427, 152012, 208426, 149392, 168940, 100192, 266269, 166935, 127637]
[31680, 52686, 117229, 267154, 260356, 251334, 234374, 43609, 27352, 232808]
[234081, 176826, 282896, 76170, 32323, 21267, 233746, 201263, 254438, 127941]
[258828, 18814, 268957, 227102, 232581, 35538, 281143, 198263, 97705, 70842]
[266871, 30994, 123367, 19754, 120273, 254587, 17789, 154133, 107365, 271521]
[236457, 31663, 233606, 260806, 89771, 228830, 254437, 138528, 2764, 78310]
[44505, 220397, 66129, 201038, 85354, 306656, 131362, 162856, 220395, 121960]
[215009, 156547, 194050, 97419, 13134, 151395, 187803, 70685, 289470, 263672]
[200882, 88336, 47540, 120615, 112470, 8577, 65270, 8078, 148920, 148489]
[114255, 117476, 183531, 275248, 222436, 222438, 24727, 284521, 211720, 173697]
[284143, 7338, 86417, 256786, 145318, 30723, 107593, 143657, 74174, 98800]
[217456, 144601, 10280, 164015, 210851, 11714, 280871, 17333, 182002, 235592]
[40616, 246504, 15590, 300530, 206224, 145423, 154351, 252000, 147606, 116732]
[68169, 152868, 202935, 166349, 287565, 166352, 68171, 63208, 202930, 58450]
[218004, 293739, 179803, 171379, 115118, 202838, 124731, 137813, 263066, 12924]
[138535, 38323, 58421, 24100, 257394, 78640, 206040, 7425, 167352, 130963]
[252495, 219988, 232123, 263488, 122328, 2662, 270893, 133826, 58565, 210565]
[77765, 56359, 68488, 153271, 8404, 89608, 150044, 219661, 253993, 212105]
[137347, 16380, 156195, 156373, 153929, 75448, 62683, 51965, 236008, 88405]
[214200, 279015, 79918, 74173, 95562, 273715, 219234, 57705, 33979, 80203]
[184347, 183936, 53152, 198795, 141838, 191795, 2392, 132251, 202029, 259913]
[112971, 201581, 181566, 298702, 48111, 278863, 4201, 160333, 287470, 155758]
[53152, 2392, 202029, 11433, 97864, 177021, 132251, 61846, 171367, 259913]
[65336, 50139, 37801, 44099, 276635, 47965, 83720, 142184, 151574, 156546]
[40360, 48241, 287603, 261029, 165720, 240035, 116436, 279473, 216287, 24655]
[113793, 204680, 113783, 107974, 77608, 78009, 113777, 80507, 296491, 137879]
[59648, 137789, 137753, 89236, 152878, 215731, 285626, 199496, 76740, 166077]
[278402, 148604, 53113, 115445, 18835, 108392, 147035, 145813, 104443, 65059]
[259237, 108392, 244780, 69699, 63523, 208511, 261733, 68000, 103840, 148604]
[250877, 113777, 158933, 113783, 92932, 151005, 17594, 206001, 272501, 93328]
[259634, 275482, 266509, 103424, 219325, 112544, 184077, 221713, 192382, 152443]
[104437, 217618, 176067, 214884, 150889, 133052, 120760, 293591, 112962, 21486]
[108887, 307876, 8136, 252381, 38130, 38124, 282974, 109361, 129192, 171090]
[52942, 218652, 209288, 197400, 238059, 30489, 87789, 268496, 89944, 268226]
[252467, 156286, 289576, 307065, 95228, 240170, 303617, 167017, 269496, 143208]
[254106, 252467, 254110, 238176, 238184, 254104, 252460, 30492, 183013, 183036]
[200029, 5245, 170989, 203453, 44661, 296949, 116550, 238173, 226726, 296950]
[288455, 5798, 165002, 116569, 183012, 5799, 156870, 138838, 116555, 116572]
[100567, 230892, 164985, 72574, 183027, 164984, 164987, 164989, 204416, 230895]
[143790, 193090, 180152, 254095, 254099, 87474, 254102, 254101, 164985, 38701]
[254103, 254095, 254099, 38701, 143790, 121675, 167167, 292618, 227882, 164985]
[30440, 3138, 296683, 194862, 186882, 299641, 101290, 166583, 19490, 227888]
[57910, 46097, 25216, 11566, 57912, 13888, 87638, 52643, 150401, 57003]
[296683, 30440, 135253, 56028, 166586, 227888, 194862, 28828, 123929, 301787]
[105764, 249265, 46283, 14091, 119269, 216036, 249262, 125565, 235485, 178285]
[64933, 56048, 46319, 178325, 76122, 99337, 250178, 171842, 203935, 157999]
[156592, 75373, 2289, 158826, 81890, 158751, 8906, 82189, 47794, 2282]
[248879, 22320, 128113, 172314, 248878, 1370, 176954, 250555, 82973, 237362]
[194375, 131853, 75559, 198091, 85960, 140198, 98746, 96330, 61280, 62037]
[176040, 298333, 202251, 266355, 290507, 227278, 126749, 158961, 188712, 253367]
[252799, 156059, 277846, 127967, 37446, 280186, 141487, 142456, 159385, 5797]
[265735, 104271, 41872, 144161, 90945, 242255, 212099, 245958, 272727, 197782]
[157376, 295459, 104031, 28271, 38927, 129810, 22578, 148001, 213914, 60498]
[248952, 266339, 118596, 24557, 89606, 70281, 30615, 107010, 280350, 217229]
[60499, 135454, 219109, 94949, 42758, 98062, 301008, 222512, 172488, 239000]
[293947, 303976, 100905, 131712, 172110, 85176, 52257, 36982, 128455, 103099]
[52293, 207133, 167319, 26614, 128267, 21877, 278185, 164129, 245148, 20960]
[26570, 136469, 147926, 35706, 113004, 138521, 154356, 205464, 297385, 247639]
[104894, 196461, 21533, 307914, 300110, 199863, 111837, 104900, 254985, 175927]
[234680, 286077, 7213, 120679, 110627, 140313, 258120, 40659, 37047, 48959]
[55222, 252091, 108282, 14098, 211862, 171589, 86262, 65843, 259328, 50385]
[76421, 25046, 115570, 282138, 107015, 43555, 236945, 85747, 80609, 260580]
[79193, 79189, 190373, 306594, 190251, 290564, 180984, 62843, 180986, 13848]
[122464, 277923, 246513, 225552, 60839, 149159, 16587, 90044, 124684, 13831]
[214018, 233837, 66979, 75939, 106365, 26171, 155949, 28225, 20034, 254721]
[31793, 105389, 265677, 67648, 18328, 30222, 95238, 54888, 120573, 165685]
[93117, 84147, 141730, 140726, 89046, 253993, 194280, 198679, 182554, 267400]
[144919, 215946, 135301, 241400, 286718, 79616, 283636, 81208, 177758, 265976]
[55939, 260217, 171261, 69523, 210796, 188750, 141996, 169856, 171263, 127882]
[29051, 45462, 217986, 143276, 309397, 308884, 172037, 240108, 223235, 85931]
[193100, 305134, 294671, 106611, 215725, 114479, 157865, 158371, 138206, 310116]
[183022, 116564, 183015, 14569, 193110, 5820, 183014, 5811, 5819, 183011]
[13792, 174122, 35367, 13791, 17287, 26821, 22182, 264218, 134215, 119146]
[289547, 230860, 289546, 183015, 5806, 116569, 185138, 116564, 74345, 226717]
[130755, 205718, 303041, 14259, 254648, 23073, 245427, 6506, 114696, 235314]
[161204, 82186, 46268, 265443, 179605, 29947, 104178, 54601, 122212, 233162]
[25588, 157098, 64010, 42116, 57805, 55457, 187126, 281147, 204929, 148338]
[225436, 115189, 209946, 270866, 127200, 33147, 33667, 222292, 254640, 307771]
[2009, 247606, 252267, 134691, 267343, 279598, 20252, 74737, 93810, 174291]
[4426, 132597, 134580, 242779, 52898, 119081, 26057, 2585, 116658, 289910]
[228849, 102438, 52193, 120570, 217362, 177583, 216046, 175816, 276418, 79845]
[79845, 102438, 217362, 295560, 87614, 154885, 139417, 101551, 239753, 232535]
[93823, 71325, 28016, 228849, 163456, 72425, 100599, 28765, 108210, 254517]
[23549, 243124, 187116, 171634, 138035, 70364, 279232, 113071, 264302, 151793]
[226243, 11307, 101959, 135089, 126160, 153350, 205564, 27260, 104398, 223316]
[298491, 110126, 67295, 69768, 30211, 37151, 154819, 37133, 265978, 298830]
[278936, 35572, 306646, 118507, 110753, 203210, 59830, 54013, 52323, 212929]
[20031, 47483, 299613, 32068, 245161, 102869, 33589, 154034, 19632, 253893]
[13375, 145177, 16866, 175985, 39674, 217259, 219618, 296152, 110755, 128375]
[68492, 263069, 36622, 283571, 196872, 185351, 39381, 16367, 258096, 270679]
[205972, 237564, 149853, 207971, 205976, 218713, 16337, 79426, 308110, 46786]
[37611, 42304, 74044, 39163, 22688, 8154, 86429, 197172, 68187, 258444]
[16849, 127276, 270279, 162403, 66625, 308399, 25377, 299355, 242432, 202361]
[247571, 50173, 142177, 130940, 239188, 142168, 244220, 200822, 203452, 98170]
[252345, 100823, 201534, 271307, 193270, 65063, 102160, 239470, 86700, 256118]
[243063, 2790, 290284, 5462, 222006, 160042, 297109, 36146, 180976, 243066]
[69598, 185184, 691, 209803, 105997, 151274, 25384, 272204, 47574, 307303]
[169512, 152463, 152465, 77669, 50042, 304783, 481, 83230, 150900, 299403]
[44054, 200578, 10469, 104761, 268098, 56815, 267591, 240422, 58664, 242827]
[186218, 77832, 305140, 111104, 152054, 237298, 227396, 203058, 83057, 48230]
[12452, 183997, 240036, 187879, 309027, 90964, 301503, 213615, 210017, 241352]
[224875, 3062, 3060, 195363, 10451, 45181, 229377, 202184, 135038, 117156]
[151882, 252773, 61472, 15622, 55347, 189919, 298406, 279407, 76842, 58638]
[169458, 6767, 206826, 309033, 305904, 303239, 267424, 169475, 264835, 306721]
[38118, 78159, 152856, 211287, 23163, 137078, 182487, 203751, 308146, 161100]
[160594, 135479, 285437, 267593, 35567, 116184, 233229, 112867, 135470, 137493]
[38118, 78159, 211287, 152856, 23163, 137078, 182487, 203751, 161100, 308146]
[128204, 309060, 17655, 285795, 91479, 76620, 65387, 76628, 284588, 252891]
[133087, 111528, 309050, 197466, 56401, 9371, 122921, 38459, 280362, 281945]
[93989, 80464, 279863, 71388, 289742, 234738, 26586, 114122, 114120, 103648]
[38079, 290200, 65396, 115660, 65373, 287978, 65398, 115665, 18102, 252891]
[93989, 80464, 279863, 71388, 289742, 26586, 234738, 114122, 114120, 71155]
[232049, 133468, 271870, 154643, 279128, 93210, 154633, 52413, 87447, 280555]
[140112, 211336, 277216, 128204, 189087, 65411, 95116, 202113, 211331, 78849]
[236425, 213610, 227803, 309027, 236426, 299255, 78149, 140141, 256023, 5307]
[255979, 255969, 255971, 147173, 58621, 235958, 285792, 255972, 78845, 235952]
[115016, 115017, 235953, 147168, 255969, 231544, 115019, 115014, 255972, 9611]
[98660, 284706, 98652, 281533, 262772, 81638, 292224, 308710, 19274, 292171]
[108867, 277215, 306054, 252892, 133107, 91463, 158166, 262458, 101577, 262461]
[11239, 241913, 307632, 22617, 117367, 259072, 278854, 284694, 177734, 237055]
[230935, 65385, 265341, 255962, 181167, 250285, 6129, 309032, 183997, 56047]
[22992, 253517, 136233, 233728, 2121, 1479, 235568, 71093, 47273, 144280]
[64806, 262464, 125337, 101590, 153090, 21767, 58650, 262462, 251824, 282409]
[91486, 6125, 178510, 303315, 246339, 285795, 91479, 91485, 199380, 42371]
[251046, 104214, 286135, 123502, 50112, 65372, 284651, 60314, 53988, 14555]
[266695, 9372, 126404, 82101, 151097, 70257, 294974, 82250, 91279, 178888]
[165206, 295500, 295503, 111531, 257755, 257747, 16670, 129238, 268096, 245723]
[151089, 164932, 111522, 199425, 199430, 50110, 199427, 204053, 20608, 95015]
[257496, 242760, 35453, 300845, 20945, 39703, 190993, 289831, 200235, 85311]
[215845, 259995, 207338, 37148, 215939, 78618, 207337, 293038, 224311, 197670]
[10862, 56368, 214911, 102767, 198533, 64926, 102763, 246209, 295255, 282602]
[39273, 108003, 289336, 56088, 226425, 121255, 182206, 55891, 131007, 174113]
[9454, 2307, 108243, 27908, 223692, 307558, 111936, 134697, 52244, 103836]
[267529, 17663, 305045, 8419, 66812, 8430, 215467, 257517, 283375, 276635]
[268093, 3412, 58693, 181499, 290090, 181468, 283545, 240667, 33585, 33590]
[99159, 88695, 118910, 124349, 131441, 204170, 29541, 253962, 225184, 259510]
[268095, 230417, 200817, 3934, 36177, 211456, 277339, 109579, 51086, 227264]
[258295, 234985, 7741, 17332, 258121, 281129, 89121, 114393, 256652, 35835]
[143312, 203019, 124538, 61845, 300926, 235680, 259308, 174017, 287322, 68499]
[260816, 99344, 283607, 13974, 111384, 260007, 85283, 257733, 139728, 168560]
[281315, 289855, 195627, 4366, 4388, 222268, 246379, 279490, 100614, 182698]
[211557, 116210, 300030, 212391, 266138, 204443, 43300, 121776, 78769, 204187]
[15388, 97600, 72945, 208243, 293445, 141467, 688, 193503, 25256, 14630]
[154738, 190446, 159197, 300316, 240412, 161723, 206265, 239903, 17177, 203022]
[115416, 16872, 22887, 2135, 23878, 193905, 205520, 138732, 250422, 208755]
[83854, 255811, 228110, 145966, 171419, 309791, 213801, 161965, 136949, 291079]
[8741, 272047, 305449, 63239, 70099, 154335, 128613, 228146, 304133, 176970]
[304556, 17542, 95361, 100377, 305339, 156520, 225261, 26528, 55838, 219836]
[86651, 105396, 5294, 24918, 287784, 85382, 72247, 237960, 62169, 76775]
[250610, 139391, 174253, 129614, 79358, 133146, 196704, 29969, 96920, 276988]
[212393, 154450, 272927, 230466, 278231, 190187, 166712, 288027, 239908, 307492]
[1392, 13771, 126170, 15135, 276227, 65174, 15196, 125595, 143198, 77437]
[262868, 90185, 197515, 257448, 276227, 254409, 15135, 93302, 34573, 10469]
[29896, 45240, 181729, 274451, 5285, 2473, 247670, 137358, 118834, 42942]
[239432, 178432, 68105, 79994, 252125, 136282, 198403, 12104, 222140, 286843]
[131087, 115093, 306007, 267482, 136318, 233975, 52780, 121945, 281261, 270861]
[77960, 259702, 205178, 279271, 147129, 129067, 239916, 57161, 90611, 17958]
[133519, 178984, 309714, 98492, 28567, 32342, 97069, 153174, 17402, 175363]
[155953, 26652, 250085, 129924, 74103, 303876, 61091, 294574, 100447, 145544]
[215735, 8332, 130350, 197180, 290912, 163690, 265230, 187325, 232330, 237858]
[150691, 142030, 185873, 133361, 57203, 281526, 60782, 128213, 123146, 225071]
[219730, 20621, 142730, 232987, 257394, 38644, 187611, 217960, 115701, 112185]
[49985, 83524, 83526, 94273, 161800, 266613, 82033, 7483, 113486, 309664]
[126166, 91381, 75100, 273872, 256905, 205110, 56845, 194493, 121916, 211925]
[123497, 234063, 293625, 72587, 254394, 146560, 61617, 70902, 102538, 16976]
[181970, 106793, 146522, 28065, 210088, 120579, 198339, 233503, 204899, 70390]
[90924, 213479, 144609, 291925, 245477, 259026, 97972, 186755, 142685, 240234]
[236806, 252000, 40970, 210522, 292374, 164763, 190196, 266263, 211814, 59398]
[51750, 199462, 79364, 161723, 27371, 182488, 11811, 206272, 17177, 149304]
[247064, 262023, 262292, 294503, 29418, 248125, 244146, 305593, 194422, 155236]
[209349, 146302, 289995, 178335, 111484, 22204, 203726, 717, 7682, 138376]
[135794, 51322, 154646, 75150, 4850, 76776, 272588, 225122, 95591, 273854]
[190041, 217106, 186202, 222222, 169211, 117158, 63748, 228874, 286375, 10731]
[48929, 135821, 297, 288106, 150352, 279428, 237929, 121413, 84929, 153193]
[152095, 128188, 306707, 238554, 136233, 53696, 149256, 130451, 29593, 270509]
[164986, 5335, 8845, 254103, 290153, 183023, 31088, 164993, 164984, 185219]
[217149, 75140, 110966, 106566, 38438, 269540, 292786, 232640, 5224, 56126]
[168419, 187807, 26604, 273519, 29969, 1480, 139391, 250610, 174253, 113418]
[108977, 288292, 285305, 48672, 135075, 264076, 41302, 48595, 217026, 97382]
[84898, 196300, 217596, 202862, 272588, 93769, 309662, 296450, 203560, 138619]
[190123, 209518, 254432, 4867, 285317, 11616, 200498, 31979, 130132, 31977]
[283303, 12478, 12137, 143861, 225036, 73841, 88661, 64823, 135793, 120729]
[11754, 48135, 141782, 163682, 133877, 129496, 307135, 146787, 112389, 153125]
[290070, 4016, 173860, 132530, 38561, 113807, 181896, 13836, 136617, 207016]
[247344, 15129, 204082, 104263, 271623, 157283, 119321, 188029, 104261, 292485]
[84260, 84270, 99732, 20785, 1811, 192142, 189316, 297378, 129239, 262312]
[218595, 7952, 142594, 214145, 5493, 242608, 225173, 169302, 265558, 123263]
[105024, 210677, 238073, 228602, 105183, 59098, 34734, 256499, 75413, 256515]
[175804, 247874, 298429, 65129, 284120, 209168, 195703, 144572, 129799, 127376]
[218595, 8720, 25738, 45903, 169302, 283256, 54618, 76059, 142594, 258112]
[41729, 192270, 288225, 214031, 244007, 94432, 307221, 89734, 205823, 5478]
[178355, 79856, 68255, 188007, 135540, 40025, 89157, 290969, 264595, 233103]
[244139, 103280, 200857, 32754, 307540, 82637, 274558, 148135, 72761, 84219]
[138095, 107353, 202754, 140797, 48395, 190450, 61338, 109141, 110775, 102817]
[229853, 126709, 5253, 149369, 306802, 277472, 247159, 63949, 271148, 70093]
[132449, 63077, 63074, 56161, 90631, 193925, 255097, 115931, 15312, 264965]
[159459, 42209, 157741, 96180, 30621, 213356, 108563, 61048, 82910, 78970]
[271016, 171470, 65309, 152693, 148786, 167389, 48265, 50140, 282556, 309704]
[105748, 179486, 59028, 162384, 112351, 14529, 283378, 423, 309769, 146304]
[199830, 181404, 49487, 174455, 281396, 210080, 112819, 269361, 161720, 295718]
[144572, 296890, 98935, 56864, 4557, 255303, 195703, 290911, 19933, 97981]
[149928, 120018, 276276, 105390, 230130, 309946, 176587, 243162, 88194, 88914]
[261262, 140392, 149322, 144780, 304050, 261261, 304059, 70670, 50280, 27639]
[88716, 120951, 139514, 167655, 32033, 101537, 105411, 168824, 223783, 105415]
[57690, 153118, 15483, 4448, 7856, 100827, 45595, 278268, 250809, 2570]
[296426, 67037, 120070, 173030, 243164, 166725, 164280, 133935, 105275, 212318]
[173615, 34712, 288523, 11854, 124483, 73207, 27296, 6835, 167297, 91396]
[33701, 70994, 125851, 276480, 208429, 221639, 158782, 45404, 173380, 29881]
[35798, 305142, 7945, 222359, 141682, 22793, 111137, 156482, 272148, 109204]
[47644, 213553, 95423, 67944, 36086, 257262, 140787, 152088, 161599, 90883]
[138992, 280040, 156374, 201670, 199528, 147941, 96660, 104600, 59027, 31302]
[54799, 207379, 122897, 106813, 70491, 174624, 272156, 288631, 114269, 230509]
[43702, 153860, 266945, 10009, 64821, 132985, 107412, 134998, 254439, 86567]
[111878, 215371, 280898, 216665, 239181, 46115, 250361, 310030, 63645, 82278]
[48542, 132952, 175150, 23293, 258440, 163240, 198027, 277538, 69254, 36620]
[11255, 36622, 129042, 75162, 11285, 252502, 37784, 104389, 101265, 68492]
[233573, 28522, 39323, 1268, 233979, 38647, 28519, 3538, 292016, 16730]
[155446, 186283, 59843, 270903, 143545, 98702, 251698, 52371, 289267, 247674]
[68301, 95505, 263534, 99838, 71887, 57084, 95503, 229047, 279176, 228276]
[44056, 208362, 181398, 101723, 149251, 139268, 44045, 291842, 199561, 136247]
[283482, 137626, 170482, 14660, 268448, 75149, 43969, 143869, 224800, 46317]
[140637, 127330, 217140, 257251, 43610, 195290, 264809, 178557, 56489, 168688]
[95570, 112834, 150629, 133264, 261037, 63027, 299723, 127117, 268270, 236829]
[52543, 104929, 65909, 65900, 217348, 98371, 105203, 180079, 261357, 193936]
[244586, 160162, 251287, 99890, 244591, 75850, 34276, 112397, 240862, 139560]
[182963, 146984, 86928, 216033, 172598, 50292, 301491, 165861, 214786, 159362]
[240202, 84991, 69242, 163978, 109219, 303210, 178245, 247653, 109216, 150645]
[81994, 82005, 204428, 201254, 201789, 52626, 265697, 205080, 231464, 265155]
[209426, 209048, 225989, 30037, 272910, 38522, 267849, 122371, 122385, 213733]
[103284, 144576, 190056, 222094, 20409, 224954, 132399, 195289, 17298, 186494]
[17089, 71305, 217977, 141317, 60043, 250685, 193233, 171641, 69775, 269028]
[196168, 248568, 197346, 50850, 260496, 92508, 30230, 203018, 217292, 143107]
[211724, 20993, 37511, 273658, 70852, 289555, 289781, 27648, 292496, 259700]
[114315, 291321, 79401, 259615, 133642, 68077, 41706, 212022, 276945, 112110]
[281478, 115422, 255809, 113049, 105909, 280993, 39884, 107275, 239760, 195200]
[103321, 9553, 205847, 197179, 250691, 290912, 195573, 194200, 110462, 90473]
[260757, 182455, 208497, 63670, 163502, 164162, 133630, 127983, 262749, 232665]
[237211, 224447, 202493, 308932, 40356, 87652, 53876, 181216, 12088, 288939]
[192607, 64093, 54197, 144961, 235174, 174604, 247390, 156379, 145469, 187433]
[221436, 135074, 143908, 206347, 57412, 209233, 307539, 225067, 288014, 143912]
[262291, 226612, 129163, 10431, 243253, 114301, 9759, 2701, 170685, 203759]
